day_key,start_time,hour,day,week,month,year,weekdate
2018111602,2018-11-16 02:00:00,2,16,46,11,2018,4
2018111603,2018-11-16 03:00:00,3,16,46,11,2018,4
2018111604,2018-11-16 04:00:00,4,16,46,11,2018,4
2018111605,2018-11-16 05:00:00,5,16,46,11,2018,4
2018111606,2018-11-16 06:00:00,6,16,46,11,2018,4
2018111607,2018-11-16 07:00:00,7,16,46,11,2018,4
2018111608,2018-11-16 08:00:00,8,16,46,11,2018,4
2018111609,2018-11-16 09:00:00,9,16,46,11,2018,4
2018111610,2018-11-16 10:00:00,10,16,46,11,2018,4
2018111611,2018-11-16 11:00:00,11,16,46,11,2018,4
2018111612,2018-11-16 12:00:00,12,16,46,11,2018,4
2018111613,2018-11-16 13:00:00,13,16,46,11,2018,4
2018111614,2018-11-16 14:00:00,14,16,46,11,2018,4
2018111615,2018-11-16 15:00:00,15,16,46,11,2018,4
2018111616,2018-11-16 16:00:00,16,16,46,11,2018,4
2018111617,2018-11-16 17:00:00,17,16,46,11,2018,4
2018111618,2018-11-16 18:00:00,18,16,46,11,2018,4
2018111619,2018-11-16 19:00:00,19,16,46,11,2018,4
2018111620,2018-11-16 20:00:00,20,16,46,11,2018,4
2018111621,2018-11-16 21:00:00,21,16,46,11,2018,4
2018111622,2018-11-16 22:00:00,22,16,46,11,2018,4
2018111623,2018-11-16 23:00:00,23,16,46,11,2018,4
2018111700,2018-11-17 00:00:00,0,17,46,11,2018,5
2018111701,2018-11-17 01:00:00,1,17,46,11,2018,5
2018111702,2018-11-17 02:00:00,2,17,46,11,2018,5
2018111703,2018-11-17 03:00:00,3,17,46,11,2018,5
2018111704,2018-11-17 04:00:00,4,17,46,11,2018,5
2018111705,2018-11-17 05:00:00,5,17,46,11,2018,5
2018111706,2018-11-17 06:00:00,6,17,46,11,2018,5
2018111707,2018-11-17 07:00:00,7,17,46,11,2018,5
2018111708,2018-11-17 08:00:00,8,17,46,11,2018,5
2018111709,2018-11-17 09:00:00,9,17,46,11,2018,5
2018111710,2018-11-17 10:00:00,10,17,46,11,2018,5
2018111711,2018-11-17 11:00:00,11,17,46,11,2018,5
2018111712,2018-11-17 12:00:00,12,17,46,11,2018,5
2018111713,2018-11-17 13:00:00,13,17,46,11,2018,5
2018111714,2018-11-17 14:00:00,14,17,46,11,2018,5
2018111715,2018-11-17 15:00:00,15,17,46,11,2018,5
2018111716,2018-11-17 16:00:00,16,17,46,11,2018,5
2018111717,2018-11-17 17:00:00,17,17,46,11,2018,5
2018111718,2018-11-17 18:00:00,18,17,46,11,2018,5
2018111719,2018-11-17 19:00:00,19,17,46,11,2018,5
2018111720,2018-11-17 20:00:00,20,17,46,11,2018,5
2018111721,2018-11-17 21:00:00,21,17,46,11,2018,5
2018111722,2018-11-17 22:00:00,22,17,46,11,2018,5
2018111723,2018-11-17 23:00:00,23,17,46,11,2018,5
2018111800,2018-11-18 00:00:00,0,18,46,11,2018,6
2018111801,2018-11-18 01:00:00,1,18,46,11,2018,6
2018111802,2018-11-18 02:00:00,2,18,46,11,2018,6
2018111803,2018-11-18 03:00:00,3,18,46,11,2018,6
2018111804,2018-11-18 04:00:00,4,18,46,11,2018,6
2018111805,2018-11-18 05:00:00,5,18,46,11,2018,6
2018111806,2018-11-18 06:00:00,6,18,46,11,2018,6
2018111807,2018-11-18 07:00:00,7,18,46,11,2018,6
2018111808,2018-11-18 08:00:00,8,18,46,11,2018,6
2018111809,2018-11-18 09:00:00,9,18,46,11,2018,6
2018111810,2018-11-18 10:00:00,10,18,46,11,2018,6
2018111811,2018-11-18 11:00:00,11,18,46,11,2018,6
2018111812,2018-11-18 12:00:00,12,18,46,11,2018,6
2018111813,2018-11-18 13:00:00,13,18,46,11,2018,6
2018111814,2018-11-18 14:00:00,14,18,46,11,2018,6
2018111815,2018-11-18 15:00:00,15,18,46,11,2018,6
2018111816,2018-11-18 16:00:00,16,18,46,11,2018,6
2018111817,2018-11-18 17:00:00,17,18,46,11,2018,6
2018111818,2018-11-18 18:00:00,18,18,46,11,2018,6
2018111819,2018-11-18 19:00:00,19,18,46,11,2018,6
2018111820,2018-11-18 20:00:00,20,18,46,11,2018,6
2018111821,2018-11-18 21:00:00,21,18,46,11,2018,6
2018111822,2018-11-18 22:00:00,22,18,46,11,2018,6
2018111823,2018-11-18 23:00:00,23,18,46,11,2018,6
2018111900,2018-11-19 00:00:00,0,19,47,11,2018,0
2018111901,2018-11-19 01:00:00,1,19,47,11,2018,0
2018111902,2018-11-19 02:00:00,2,19,47,11,2018,0
2018111903,2018-11-19 03:00:00,3,19,47,11,2018,0
2018111904,2018-11-19 04:00:00,4,19,47,11,2018,0
2018111905,2018-11-19 05:00:00,5,19,47,11,2018,0
2018111906,2018-11-19 06:00:00,6,19,47,11,2018,0
2018111907,2018-11-19 07:00:00,7,19,47,11,2018,0
2018111908,2018-11-19 08:00:00,8,19,47,11,2018,0
2018111909,2018-11-19 09:00:00,9,19,47,11,2018,0
2018111910,2018-11-19 10:00:00,10,19,47,11,2018,0
2018111911,2018-11-19 11:00:00,11,19,47,11,2018,0
2018111912,2018-11-19 12:00:00,12,19,47,11,2018,0
2018111913,2018-11-19 13:00:00,13,19,47,11,2018,0
2018111914,2018-11-19 14:00:00,14,19,47,11,2018,0
2018111915,2018-11-19 15:00:00,15,19,47,11,2018,0
2018111916,2018-11-19 16:00:00,16,19,47,11,2018,0
2018111917,2018-11-19 17:00:00,17,19,47,11,2018,0
2018111918,2018-11-19 18:00:00,18,19,47,11,2018,0
2018111919,2018-11-19 19:00:00,19,19,47,11,2018,0
2018111920,2018-11-19 20:00:00,20,19,47,11,2018,0
2018111921,2018-11-19 21:00:00,21,19,47,11,2018,0
2018111922,2018-11-19 22:00:00,22,19,47,11,2018,0
2018111923,2018-11-19 23:00:00,23,19,47,11,2018,0
2018112000,2018-11-20 00:00:00,0,20,47,11,2018,1
2018112001,2018-11-20 01:00:00,1,20,47,11,2018,1
2018112002,2018-11-20 02:00:00,2,20,47,11,2018,1
2018112003,2018-11-20 03:00:00,3,20,47,11,2018,1
2018112004,2018-11-20 04:00:00,4,20,47,11,2018,1
2018112005,2018-11-20 05:00:00,5,20,47,11,2018,1
2018112006,2018-11-20 06:00:00,6,20,47,11,2018,1
2018112007,2018-11-20 07:00:00,7,20,47,11,2018,1
2018112008,2018-11-20 08:00:00,8,20,47,11,2018,1
2018112009,2018-11-20 09:00:00,9,20,47,11,2018,1
2018112010,2018-11-20 10:00:00,10,20,47,11,2018,1
2018112011,2018-11-20 11:00:00,11,20,47,11,2018,1
2018112012,2018-11-20 12:00:00,12,20,47,11,2018,1
2018112013,2018-11-20 13:00:00,13,20,47,11,2018,1
2018112014,2018-11-20 14:00:00,14,20,47,11,2018,1
2018112015,2018-11-20 15:00:00,15,20,47,11,2018,1
2018112016,2018-11-20 16:00:00,16,20,47,11,2018,1
2018112017,2018-11-20 17:00:00,17,20,47,11,2018,1
2018112018,2018-11-20 18:00:00,18,20,47,11,2018,1
2018112019,2018-11-20 19:00:00,19,20,47,11,2018,1
2018112020,2018-11-20 20:00:00,20,20,47,11,2018,1
2018112021,2018-11-20 21:00:00,21,20,47,11,2018,1
2018112022,2018-11-20 22:00:00,22,20,47,11,2018,1
2018112023,2018-11-20 23:00:00,23,20,47,11,2018,1
2018112100,2018-11-21 00:00:00,0,21,47,11,2018,2
2018112101,2018-11-21 01:00:00,1,21,47,11,2018,2
2018112102,2018-11-21 02:00:00,2,21,47,11,2018,2
2018112103,2018-11-21 03:00:00,3,21,47,11,2018,2
2018112104,2018-11-21 04:00:00,4,21,47,11,2018,2
2018112105,2018-11-21 05:00:00,5,21,47,11,2018,2
2018112106,2018-11-21 06:00:00,6,21,47,11,2018,2
2018112107,2018-11-21 07:00:00,7,21,47,11,2018,2
2018112108,2018-11-21 08:00:00,8,21,47,11,2018,2
2018112109,2018-11-21 09:00:00,9,21,47,11,2018,2
2018112110,2018-11-21 10:00:00,10,21,47,11,2018,2
2018112111,2018-11-21 11:00:00,11,21,47,11,2018,2
2018112112,2018-11-21 12:00:00,12,21,47,11,2018,2
2018112113,2018-11-21 13:00:00,13,21,47,11,2018,2
2018112114,2018-11-21 14:00:00,14,21,47,11,2018,2
2018112115,2018-11-21 15:00:00,15,21,47,11,2018,2
2018112116,2018-11-21 16:00:00,16,21,47,11,2018,2
2018112117,2018-11-21 17:00:00,17,21,47,11,2018,2
2018112118,2018-11-21 18:00:00,18,21,47,11,2018,2
2018112119,2018-11-21 19:00:00,19,21,47,11,2018,2
2018112120,2018-11-21 20:00:00,20,21,47,11,2018,2
2018112121,2018-11-21 21:00:00,21,21,47,11,2018,2
2018112122,2018-11-21 22:00:00,22,21,47,11,2018,2
2018112123,2018-11-21 23:00:00,23,21,47,11,2018,2
2018112200,2018-11-22 00:00:00,0,22,47,11,2018,3
2018112201,2018-11-22 01:00:00,1,22,47,11,2018,3
2018112202,2018-11-22 02:00:00,2,22,47,11,2018,3
2018112203,2018-11-22 03:00:00,3,22,47,11,2018,3
2018112204,2018-11-22 04:00:00,4,22,47,11,2018,3
2018112205,2018-11-22 05:00:00,5,22,47,11,2018,3
2018112206,2018-11-22 06:00:00,6,22,47,11,2018,3
2018112207,2018-11-22 07:00:00,7,22,47,11,2018,3
2018112208,2018-11-22 08:00:00,8,22,47,11,2018,3
2018112209,2018-11-22 09:00:00,9,22,47,11,2018,3
2018112210,2018-11-22 10:00:00,10,22,47,11,2018,3
2018112211,2018-11-22 11:00:00,11,22,47,11,2018,3
2018112212,2018-11-22 12:00:00,12,22,47,11,2018,3
2018112213,2018-11-22 13:00:00,13,22,47,11,2018,3
2018112214,2018-11-22 14:00:00,14,22,47,11,2018,3
2018112215,2018-11-22 15:00:00,15,22,47,11,2018,3
2018112216,2018-11-22 16:00:00,16,22,47,11,2018,3
2018112217,2018-11-22 17:00:00,17,22,47,11,2018,3
2018112218,2018-11-22 18:00:00,18,22,47,11,2018,3
2018112219,2018-11-22 19:00:00,19,22,47,11,2018,3
2018112220,2018-11-22 20:00:00,20,22,47,11,2018,3
2018112221,2018-11-22 21:00:00,21,22,47,11,2018,3
2018112222,2018-11-22 22:00:00,22,22,47,11,2018,3
2018112223,2018-11-22 23:00:00,23,22,47,11,2018,3
2018112300,2018-11-23 00:00:00,0,23,47,11,2018,4
2018112301,2018-11-23 01:00:00,1,23,47,11,2018,4
2018112302,2018-11-23 02:00:00,2,23,47,11,2018,4
2018112303,2018-11-23 03:00:00,3,23,47,11,2018,4
2018112304,2018-11-23 04:00:00,4,23,47,11,2018,4
2018112305,2018-11-23 05:00:00,5,23,47,11,2018,4
2018112306,2018-11-23 06:00:00,6,23,47,11,2018,4
2018112307,2018-11-23 07:00:00,7,23,47,11,2018,4
2018112308,2018-11-23 08:00:00,8,23,47,11,2018,4
2018112309,2018-11-23 09:00:00,9,23,47,11,2018,4
2018112310,2018-11-23 10:00:00,10,23,47,11,2018,4
2018112311,2018-11-23 11:00:00,11,23,47,11,2018,4
2018112312,2018-11-23 12:00:00,12,23,47,11,2018,4
2018112313,2018-11-23 13:00:00,13,23,47,11,2018,4
2018112314,2018-11-23 14:00:00,14,23,47,11,2018,4
2018112315,2018-11-23 15:00:00,15,23,47,11,2018,4
2018112316,2018-11-23 16:00:00,16,23,47,11,2018,4
2018112317,2018-11-23 17:00:00,17,23,47,11,2018,4
2018112318,2018-11-23 18:00:00,18,23,47,11,2018,4
2018112319,2018-11-23 19:00:00,19,23,47,11,2018,4
2018112320,2018-11-23 20:00:00,20,23,47,11,2018,4
2018112321,2018-11-23 21:00:00,21,23,47,11,2018,4
2018112322,2018-11-23 22:00:00,22,23,47,11,2018,4
2018112323,2018-11-23 23:00:00,23,23,47,11,2018,4
2018112400,2018-11-24 00:00:00,0,24,47,11,2018,5
2018112401,2018-11-24 01:00:00,1,24,47,11,2018,5
2018112402,2018-11-24 02:00:00,2,24,47,11,2018,5
2018112403,2018-11-24 03:00:00,3,24,47,11,2018,5
2018112404,2018-11-24 04:00:00,4,24,47,11,2018,5
2018112405,2018-11-24 05:00:00,5,24,47,11,2018,5
2018112406,2018-11-24 06:00:00,6,24,47,11,2018,5
2018112407,2018-11-24 07:00:00,7,24,47,11,2018,5
2018112408,2018-11-24 08:00:00,8,24,47,11,2018,5
2018112409,2018-11-24 09:00:00,9,24,47,11,2018,5
2018112410,2018-11-24 10:00:00,10,24,47,11,2018,5
2018112411,2018-11-24 11:00:00,11,24,47,11,2018,5
2018112412,2018-11-24 12:00:00,12,24,47,11,2018,5
2018112413,2018-11-24 13:00:00,13,24,47,11,2018,5
2018112414,2018-11-24 14:00:00,14,24,47,11,2018,5
2018112415,2018-11-24 15:00:00,15,24,47,11,2018,5
2018112416,2018-11-24 16:00:00,16,24,47,11,2018,5
2018112417,2018-11-24 17:00:00,17,24,47,11,2018,5
2018112418,2018-11-24 18:00:00,18,24,47,11,2018,5
2018112419,2018-11-24 19:00:00,19,24,47,11,2018,5
2018112420,2018-11-24 20:00:00,20,24,47,11,2018,5
2018112421,2018-11-24 21:00:00,21,24,47,11,2018,5
2018112422,2018-11-24 22:00:00,22,24,47,11,2018,5
2018112423,2018-11-24 23:00:00,23,24,47,11,2018,5
2018112500,2018-11-25 00:00:00,0,25,47,11,2018,6
2018112501,2018-11-25 01:00:00,1,25,47,11,2018,6
2018112502,2018-11-25 02:00:00,2,25,47,11,2018,6
2018112503,2018-11-25 03:00:00,3,25,47,11,2018,6
2018112504,2018-11-25 04:00:00,4,25,47,11,2018,6
2018112505,2018-11-25 05:00:00,5,25,47,11,2018,6
2018112506,2018-11-25 06:00:00,6,25,47,11,2018,6
2018112507,2018-11-25 07:00:00,7,25,47,11,2018,6
2018112508,2018-11-25 08:00:00,8,25,47,11,2018,6
2018112509,2018-11-25 09:00:00,9,25,47,11,2018,6
2018112510,2018-11-25 10:00:00,10,25,47,11,2018,6
2018112511,2018-11-25 11:00:00,11,25,47,11,2018,6
2018112512,2018-11-25 12:00:00,12,25,47,11,2018,6
2018112513,2018-11-25 13:00:00,13,25,47,11,2018,6
2018112514,2018-11-25 14:00:00,14,25,47,11,2018,6
2018112515,2018-11-25 15:00:00,15,25,47,11,2018,6
2018112516,2018-11-25 16:00:00,16,25,47,11,2018,6
2018112517,2018-11-25 17:00:00,17,25,47,11,2018,6
2018112518,2018-11-25 18:00:00,18,25,47,11,2018,6
2018112519,2018-11-25 19:00:00,19,25,47,11,2018,6
2018112520,2018-11-25 20:00:00,20,25,47,11,2018,6
2018112521,2018-11-25 21:00:00,21,25,47,11,2018,6
2018112522,2018-11-25 22:00:00,22,25,47,11,2018,6
2018112523,2018-11-25 23:00:00,23,25,47,11,2018,6
2018112600,2018-11-26 00:00:00,0,26,48,11,2018,0
2018112601,2018-11-26 01:00:00,1,26,48,11,2018,0
2018112602,2018-11-26 02:00:00,2,26,48,11,2018,0
2018112603,2018-11-26 03:00:00,3,26,48,11,2018,0
2018112604,2018-11-26 04:00:00,4,26,48,11,2018,0
2018112605,2018-11-26 05:00:00,5,26,48,11,2018,0
2018112606,2018-11-26 06:00:00,6,26,48,11,2018,0
2018112607,2018-11-26 07:00:00,7,26,48,11,2018,0
2018112608,2018-11-26 08:00:00,8,26,48,11,2018,0
2018112609,2018-11-26 09:00:00,9,26,48,11,2018,0
2018112610,2018-11-26 10:00:00,10,26,48,11,2018,0
2018112611,2018-11-26 11:00:00,11,26,48,11,2018,0
2018112612,2018-11-26 12:00:00,12,26,48,11,2018,0
2018112613,2018-11-26 13:00:00,13,26,48,11,2018,0
2018112614,2018-11-26 14:00:00,14,26,48,11,2018,0
2018112615,2018-11-26 15:00:00,15,26,48,11,2018,0
2018112616,2018-11-26 16:00:00,16,26,48,11,2018,0
2018112617,2018-11-26 17:00:00,17,26,48,11,2018,0
2018112618,2018-11-26 18:00:00,18,26,48,11,2018,0
2018112619,2018-11-26 19:00:00,19,26,48,11,2018,0
2018112620,2018-11-26 20:00:00,20,26,48,11,2018,0
2018112621,2018-11-26 21:00:00,21,26,48,11,2018,0
2018112622,2018-11-26 22:00:00,22,26,48,11,2018,0
2018112623,2018-11-26 23:00:00,23,26,48,11,2018,0
2018112700,2018-11-27 00:00:00,0,27,48,11,2018,1
2018112701,2018-11-27 01:00:00,1,27,48,11,2018,1
2018112702,2018-11-27 02:00:00,2,27,48,11,2018,1
2018112703,2018-11-27 03:00:00,3,27,48,11,2018,1
2018112704,2018-11-27 04:00:00,4,27,48,11,2018,1
2018112705,2018-11-27 05:00:00,5,27,48,11,2018,1
2018112706,2018-11-27 06:00:00,6,27,48,11,2018,1
2018112707,2018-11-27 07:00:00,7,27,48,11,2018,1
2018112708,2018-11-27 08:00:00,8,27,48,11,2018,1
2018112709,2018-11-27 09:00:00,9,27,48,11,2018,1
2018112710,2018-11-27 10:00:00,10,27,48,11,2018,1
2018112711,2018-11-27 11:00:00,11,27,48,11,2018,1
2018112712,2018-11-27 12:00:00,12,27,48,11,2018,1
2018112713,2018-11-27 13:00:00,13,27,48,11,2018,1
2018112714,2018-11-27 14:00:00,14,27,48,11,2018,1
2018112715,2018-11-27 15:00:00,15,27,48,11,2018,1
2018112716,2018-11-27 16:00:00,16,27,48,11,2018,1
2018112717,2018-11-27 17:00:00,17,27,48,11,2018,1
2018112718,2018-11-27 18:00:00,18,27,48,11,2018,1
2018112719,2018-11-27 19:00:00,19,27,48,11,2018,1
2018112720,2018-11-27 20:00:00,20,27,48,11,2018,1
2018112721,2018-11-27 21:00:00,21,27,48,11,2018,1
2018112722,2018-11-27 22:00:00,22,27,48,11,2018,1
2018112723,2018-11-27 23:00:00,23,27,48,11,2018,1
2018112800,2018-11-28 00:00:00,0,28,48,11,2018,2
2018112801,2018-11-28 01:00:00,1,28,48,11,2018,2
2018112802,2018-11-28 02:00:00,2,28,48,11,2018,2
2018112803,2018-11-28 03:00:00,3,28,48,11,2018,2
2018112804,2018-11-28 04:00:00,4,28,48,11,2018,2
2018112805,2018-11-28 05:00:00,5,28,48,11,2018,2
2018112806,2018-11-28 06:00:00,6,28,48,11,2018,2
2018112807,2018-11-28 07:00:00,7,28,48,11,2018,2
2018112808,2018-11-28 08:00:00,8,28,48,11,2018,2
2018112809,2018-11-28 09:00:00,9,28,48,11,2018,2
2018112810,2018-11-28 10:00:00,10,28,48,11,2018,2
2018112811,2018-11-28 11:00:00,11,28,48,11,2018,2
2018112812,2018-11-28 12:00:00,12,28,48,11,2018,2
2018112813,2018-11-28 13:00:00,13,28,48,11,2018,2
2018112814,2018-11-28 14:00:00,14,28,48,11,2018,2
2018112815,2018-11-28 15:00:00,15,28,48,11,2018,2
2018112816,2018-11-28 16:00:00,16,28,48,11,2018,2
2018112817,2018-11-28 17:00:00,17,28,48,11,2018,2
2018112818,2018-11-28 18:00:00,18,28,48,11,2018,2
2018112819,2018-11-28 19:00:00,19,28,48,11,2018,2
2018112820,2018-11-28 20:00:00,20,28,48,11,2018,2
2018112821,2018-11-28 21:00:00,21,28,48,11,2018,2
2018112822,2018-11-28 22:00:00,22,28,48,11,2018,2
2018112823,2018-11-28 23:00:00,23,28,48,11,2018,2
2018112900,2018-11-29 00:00:00,0,29,48,11,2018,3
2018112901,2018-11-29 01:00:00,1,29,48,11,2018,3
2018112902,2018-11-29 02:00:00,2,29,48,11,2018,3
2018112903,2018-11-29 03:00:00,3,29,48,11,2018,3
2018112904,2018-11-29 04:00:00,4,29,48,11,2018,3
2018112905,2018-11-29 05:00:00,5,29,48,11,2018,3
2018112906,2018-11-29 06:00:00,6,29,48,11,2018,3
2018112907,2018-11-29 07:00:00,7,29,48,11,2018,3
2018112908,2018-11-29 08:00:00,8,29,48,11,2018,3
2018112909,2018-11-29 09:00:00,9,29,48,11,2018,3
2018112910,2018-11-29 10:00:00,10,29,48,11,2018,3
2018112911,2018-11-29 11:00:00,11,29,48,11,2018,3
2018112912,2018-11-29 12:00:00,12,29,48,11,2018,3
2018112913,2018-11-29 13:00:00,13,29,48,11,2018,3
2018112914,2018-11-29 14:00:00,14,29,48,11,2018,3
2018112915,2018-11-29 15:00:00,15,29,48,11,2018,3
2018112916,2018-11-29 16:00:00,16,29,48,11,2018,3
2018112917,2018-11-29 17:00:00,17,29,48,11,2018,3
2018112918,2018-11-29 18:00:00,18,29,48,11,2018,3
2018112919,2018-11-29 19:00:00,19,29,48,11,2018,3
2018112920,2018-11-29 20:00:00,20,29,48,11,2018,3
2018112921,2018-11-29 21:00:00,21,29,48,11,2018,3
2018112922,2018-11-29 22:00:00,22,29,48,11,2018,3
2018112923,2018-11-29 23:00:00,23,29,48,11,2018,3
2018113000,2018-11-30 00:00:00,0,30,48,11,2018,4
2018113001,2018-11-30 01:00:00,1,30,48,11,2018,4
2018113002,2018-11-30 02:00:00,2,30,48,11,2018,4
2018113003,2018-11-30 03:00:00,3,30,48,11,2018,4
2018113004,2018-11-30 04:00:00,4,30,48,11,2018,4
2018113005,2018-11-30 05:00:00,5,30,48,11,2018,4
2018113006,2018-11-30 06:00:00,6,30,48,11,2018,4
2018113007,2018-11-30 07:00:00,7,30,48,11,2018,4
2018113008,2018-11-30 08:00:00,8,30,48,11,2018,4
2018113009,2018-11-30 09:00:00,9,30,48,11,2018,4
2018113010,2018-11-30 10:00:00,10,30,48,11,2018,4
2018113011,2018-11-30 11:00:00,11,30,48,11,2018,4
2018113012,2018-11-30 12:00:00,12,30,48,11,2018,4
2018113013,2018-11-30 13:00:00,13,30,48,11,2018,4
2018113014,2018-11-30 14:00:00,14,30,48,11,2018,4
2018113015,2018-11-30 15:00:00,15,30,48,11,2018,4
2018113016,2018-11-30 16:00:00,16,30,48,11,2018,4
2018113017,2018-11-30 17:00:00,17,30,48,11,2018,4
2018113018,2018-11-30 18:00:00,18,30,48,11,2018,4
2018113019,2018-11-30 19:00:00,19,30,48,11,2018,4
2018113020,2018-11-30 20:00:00,20,30,48,11,2018,4
2018113021,2018-11-30 21:00:00,21,30,48,11,2018,4
2018113022,2018-11-30 22:00:00,22,30,48,11,2018,4
2018113023,2018-11-30 23:00:00,23,30,48,11,2018,4
2018120100,2018-12-01 00:00:00,0,1,48,12,2018,5
